"","siteID","longitude","latitude","condition","class","date","quadrant","transect_unit","species_code","species_name","percent_cover","height_cm","notes"
"3591","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Adebic","Adenocaulon bicolor",2,NA,""
"3592","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Hypcir","Hypnum circinale",1,NA,""
"3593","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Isosto","Isothecium stoloniferum",2,NA,""
"3594","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Kinore","Kindbergia oregana",30,NA,""
"3595","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Leuaca","Leucolepis acanthoneuron",20,NA,""
"3596","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Osmber","Osmorhiza berteroi",0.5,NA,""
"3597","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Psemen","Pseudotsuga menziesii",0.5,NA,""
"3598","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Scabol","Scapania bolanderi",4,NA,""
"3599","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",1,"Tsuhet","Tsuga heterophylla",25,NA,"regenerating T. heterophila, P. menziesii, Abies"
"3600","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Brovul","Bromus vulgaris",0.5,NA,""
"3601","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Galtri","Galium triflorum",0.5,NA,""
"3602","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Hylspl","Hylocomium splendens",0.5,NA,""
"3603","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Hypcir","Hypnum circinale",0.5,NA,""
"3604","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Kinore","Kindbergia oregana",20,NA,""
"3605","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Leuaca","Leucolepis acanthoneuron",50,NA,""
"3606","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Osmber","Osmorhiza berteroi",0.5,NA,""
"3607","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Psemen","Pseudotsuga menziesii",0.5,NA,""
"3608","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Scabol","Scapania bolanderi",17,NA,""
"3609","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Tsuhet","Tsuga heterophylla",25,NA,""
"3610","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Vacpar","Vaccinium parvifolium",0.5,NA,""
"3611","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",2,"Viosem","Viola sempervirens",0.5,NA,""
"3612","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Brovul","Bromus vulgaris",0.5,NA,""
"3613","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Bucund","Buckiella undulata",2,NA,""
"3614","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Gausha","Gaultheria shallon",1,35,""
"3615","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Leuaca","Leucolepis acanthoneuron",80,NA,""
"3616","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Linbor","Linnaea borealis",0.5,NA,""
"3617","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Melsub","Melica subulata",0.5,NA,""
"3618","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Osmber","Osmorhiza berteroi",0.5,NA,""
"3619","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Psemen","Pseudotsuga menziesii",0.5,NA,""
"3620","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Pteaqu","Pteridium aquilinum",0.5,NA,""
"3621","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Rhylor","Rhytidiadelphus loreus",10,NA,""
"3622","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",3,"Tsuhet","Tsuga heterophylla",50,NA,""
"3623","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Bucund","Buckiella undulata",0.5,NA,""
"3624","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Gausha","Gaultheria shallon",25,60,""
"3625","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Hypcir","Hypnum circinale",0.5,NA,""
"3626","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Kinpra","Kindbergia praelonga",30,NA,""
"3627","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Leuaca","Leucolepis acanthoneuron",10,NA,""
"3628","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Polmun","Polystichum munitum",15,NA,""
"3629","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Rhylor","Rhytidiadelphus loreus",10,NA,""
"3630","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",4,"Tsuhet","Tsuga heterophylla",60,NA,""
"3631","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",5,"Hypcir","Hypnum circinale",0.5,NA,""
"3632","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",5,"Kinore","Kindbergia oregana",75,NA,""
"3633","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",5,"Polmun","Polystichum munitum",0.5,NA,""
"3634","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",5,"Scabol","Scapania bolanderi",0.5,NA,""
"3635","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","N",5,"Tsuhet","Tsuga heterophylla",5,NA,""
"3636","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",1,"Abigra","Abies grandis",0.5,NA,""
"3637","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",1,"Bucund","Buckiella undulata",20,NA,""
"3638","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",1,"Dichow","Dicranum howellii",0.5,NA,""
"3639","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",1,"Hypcir","Hypnum circinale",1,NA,""
"3640","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",1,"Kinore","Kindbergia oregana",40,NA,""
"3641","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",1,"Psemen","Pseudotsuga menziesii",0.5,NA,""
"3642","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",1,"Scabol","Scapania bolanderi",20,NA,""
"3643","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Abigra","Abies grandis",0.5,NA,""
"3644","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Bucund","Buckiella undulata",45,NA,""
"3645","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Dichow","Dicranum howellii",0.5,NA,""
"3646","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Hypcir","Hypnum circinale",0.5,NA,""
"3647","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Kinore","Kindbergia oregana",45,NA,""
"3648","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Psemen","Pseudotsuga menziesii",0.5,NA,""
"3649","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Scabol","Scapania bolanderi",0.5,NA,""
"3650","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",2,"Tsuhet","Tsuga heterophylla",0.5,NA,""
"3651","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",3,"Berner","Berberis nervosa",0.5,NA,""
"3652","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",3,"Dichow","Dicranum howellii",1,NA,""
"3653","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",3,"Hypcir","Hypnum circinale",2,NA,""
"3654","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",3,"Kinore","Kindbergia oregana",80,NA,""
"3655","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",3,"Rhigla","Rhizomnium glabrescens",0.5,NA,""
"3656","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",3,"Scabol","Scapania bolanderi",1,NA,""
"3657","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",3,"Tsuhet","Tsuga heterophylla",0.5,NA,""
"3658","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",4,"Berner","Berberis nervosa",5,NA,""
"3659","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",4,"Dichow","Dicranum howellii",0.5,NA,""
"3660","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",4,"Hypcir","Hypnum circinale",1,NA,""
"3661","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",4,"Isosto","Isothecium stoloniferum",25,NA,""
"3662","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",4,"Kinore","Kindbergia oregana",50,NA,""
"3663","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",4,"Scabol","Scapania bolanderi",0.5,NA,""
"3664","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",5,"Berner","Berberis nervosa",2,NA,""
"3665","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",5,"Brovul","Bromus vulgaris",0.5,NA,""
"3666","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",5,"Bucund","Buckiella undulata",6,NA,""
"3667","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",5,"Kinore","Kindbergia oregana",75,NA,""
"3668","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",5,"Scabol","Scapania bolanderi",0.5,NA,""
"3669","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","S",5,"Viosem","Viola sempervirens",0.5,NA,""
"3670","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",1,"Bucund","Buckiella undulata",15,NA,""
"3671","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",1,"Dichow","Dicranum howellii",5,NA,""
"3672","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",1,"Hypcir","Hypnum circinale",0.5,NA,""
"3673","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",1,"Kinore","Kindbergia oregana",60,NA,""
"3674","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",1,"Scabol","Scapania bolanderi",5,NA,""
"3675","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",1,"Tsuhet","Tsuga heterophylla",18,NA,""
"3676","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",2,"Bucund","Buckiella undulata",5,NA,""
"3677","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",2,"Dichow","Dicranum howellii",3,NA,""
"3678","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",2,"Hypcir","Hypnum circinale",1,NA,""
"3679","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",2,"Kinore","Kindbergia oregana",25,NA,""
"3680","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",2,"Scabol","Scapania bolanderi",5,NA,""
"3681","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",2,"Tsuhet","Tsuga heterophylla",4,NA,""
"3682","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",3,"Dichow","Dicranum howellii",4,NA,""
"3683","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",3,"Kinore","Kindbergia oregana",35,NA,""
"3684","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",3,"Psemen","Pseudotsuga menziesii",0.5,NA,""
"3685","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",3,"Rhigla","Rhizomnium glabrescens",0.5,NA,""
"3686","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",3,"Scabol","Scapania bolanderi",20,NA,""
"3687","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",3,"Tsuhet","Tsuga heterophylla",25,NA,""
"3688","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",4,"Abigra","Abies grandis",0.5,NA,""
"3689","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",4,"Hypcir","Hypnum circinale",10,NA,""
"3690","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",4,"Kinore","Kindbergia oregana",25,NA,""
"3691","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",5,"Berner","Berberis nervosa",2,NA,""
"3692","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",5,"Dicfus","Dicranum fuscescens",0.5,NA,""
"3693","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",5,"Hypcir","Hypnum circinale",10,NA,""
"3694","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",5,"Isosto","Isothecium stoloniferum",1,NA,""
"3695","Site-322",-123.5267857,48.81739387,"Open-Wet","Open-Wet","2022-06-20","W",5,"Kinore","Kindbergia oregana",25,NA,""
"3696","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Antodo","Anthoxanthum odoratum",0.5,NA,""
"3697","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Brovul","Bromus vulgaris",0.5,NA,""
"3698","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Clasib","Claytonia sibirica",0.5,NA,""
"3699","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Equarv","Equisetum arvense",0.5,NA,""
"3700","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Galapa","Galium aparine",2,NA,""
"3701","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Gausha","Gaultheria shallon",15,40,""
"3702","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Linbor","Linnaea borealis",8,NA,""
"3703","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Osmber","Osmorhiza berteroi",0.5,NA,""
"3704","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Poapal","Poa palustris",0.5,NA,""
"3705","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",1,"Ruburs","Rubus ursinus",0.5,NA,""
"3706","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Clasib","Claytonia sibirica",3,NA,""
"3707","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Equarv","Equisetum arvense",0.5,NA,""
"3708","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Gausha","Gaultheria shallon",8,35,""
"3709","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Ileaqu","Ilex aquifolium",5,NA,""
"3710","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Juneffpac","Juncus effusus ssp. pacificus",1,NA,""
"3711","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Linbor","Linnaea borealis",0.5,NA,""
"3712","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Poapal","Poa palustris",10,NA,""
"3713","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Polmun","Polystichum munitum",0.5,NA,""
"3714","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",2,"Urtdio","Urtica dioica",0.5,NA,""
"3715","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",3,"Digpur","Digitalis purpurea",0.5,NA,""
"3716","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",3,"Galapa","Galium aparine",0.5,NA,""
"3717","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",3,"Gausha","Gaultheria shallon",40,0.5,""
"3718","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",3,"Ileaqu","Ilex aquifolium",5,NA,""
"3719","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",3,"Poapal","Poa palustris",25,NA,""
"3720","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",3,"Ranrep","Ranunculus repens",0.5,NA,""
"3721","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",3,"Urtdio","Urtica dioica",0.5,NA,""
"3722","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Antodo","Anthoxanthum odoratum",5,NA,""
"3723","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Clasib","Claytonia sibirica",1,NA,""
"3724","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Gausha","Gaultheria shallon",50,15,""
"3725","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Homful","Homalothecium fulgescens",0.5,NA,""
"3726","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Kinpra","Kindbergia praelonga",5,NA,""
"3727","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Orthotrichum","Orthotrichum",0.5,NA,""
"3728","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Poapal","Poa palustris",80,NA,""
"3729","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Pteaqu","Pteridium aquilinum",0.5,NA,""
"3730","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",4,"Rhytri","Rhytidiadelphus triquetrus",5,NA,""
"3731","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Clasib","Claytonia sibirica",2,NA,""
"3732","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Equarv","Equisetum arvense",0.5,NA,""
"3733","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Galapa","Galium aparine",2,NA,""
"3734","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Gausha","Gaultheria shallon",5,80,""
"3735","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Kinpra","Kindbergia praelonga",10,NA,""
"3736","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Poapal","Poa palustris",65,NA,""
"3737","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Ruburs","Rubus ursinus",0.5,NA,""
"3738","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","E",5,"Urtdio","Urtica dioica",0.5,NA,""
"3739","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",1,"Berner","Berberis nervosa",2,NA,""
"3740","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",1,"Gausha","Gaultheria shallon",80,70,"Collect sample of Elymus glaucus at a later date to confirm"
"3741","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",1,"Kinore","Kindbergia oregana",35,NA,""
"3742","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",1,"Nempar","Nemophila parviflora",0.5,NA,""
"3743","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",1,"Rhytri","Rhytidiadelphus triquetrus",2,NA,""
"3744","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",2,"Gausha","Gaultheria shallon",90,85,""
"3745","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",2,"Homful","Homalothecium fulgescens",5,NA,""
"3746","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",2,"Ileaqu","Ilex aquifolium",10,NA,""
"3747","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",2,"Kinore","Kindbergia oregana",5,NA,""
"3748","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",2,"Pornav","Porella navicularis",0.5,NA,""
"3749","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Clasib","Claytonia sibirica",0.5,NA,""
"3750","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Dictau","Dicranum tauricum",0.5,NA,""
"3751","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Elygla","Elymus glaucus",10,NA,""
"3752","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Galapa","Galium aparine",0.5,NA,""
"3753","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Gausha","Gaultheria shallon",60,45,""
"3754","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Homful","Homalothecium fulgescens",5,NA,""
"3755","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Ileaqu","Ilex aquifolium",10,NA,""
"3756","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Kinpra","Kindbergia praelonga",20,NA,""
"3757","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Pornav","Porella navicularis",3,NA,""
"3758","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Rhytri","Rhytidiadelphus triquetrus",1,NA,""
"3759","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Ruburs","Rubus ursinus",0.5,NA,""
"3760","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",3,"Urtdio","Urtica dioica",1,NA,""
"3761","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Elygla","Elymus glaucus",25,NA,""
"3762","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Galapa","Galium aparine",0.5,NA,""
"3763","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Gausha","Gaultheria shallon",35,80,""
"3764","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Homful","Homalothecium fulgescens",0.5,NA,""
"3765","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Kinore","Kindbergia oregana",5,NA,""
"3766","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Kinpra","Kindbergia praelonga",5,NA,""
"3767","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Poapal","Poa palustris",0.5,NA,""
"3768","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Ruburs","Rubus ursinus",2,NA,""
"3769","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",4,"Urtdio","Urtica dioica",1,NA,""
"3770","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",5,"Carlep","Carex leptopoda",10,NA,""
"3771","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",5,"Clasib","Claytonia sibirica",0.5,NA,""
"3772","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",5,"Gausha","Gaultheria shallon",80,110,""
"3773","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",5,"Hypsub","Hypnum subimponens",3,NA,""
"3774","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",5,"Kinore","Kindbergia oregana",3,NA,""
"3775","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",5,"Kinpra","Kindbergia praelonga",5,NA,""
"3776","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","N",5,"Ruburs","Rubus ursinus",3,NA,""
"3777","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","S",1,"Antodo","Anthoxanthum odoratum",2,NA,""
"3778","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","S",1,"Carpen","Cardamine pensylvanica",1,NA,""
"3779","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","S",1,"Elygla","Elymus glaucus",10,NA,""
"3780","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","S",1,"Gausha","Gaultheria shallon",5,60,""
"3781","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","S",1,"Kinpra","Kindbergia praelonga",2,NA,""
"3782","Site-324",-123.5447998,48.82947118,"Open-Wet","Open-Wet","2022-06-22","S",1,"Myolax","Myosotis laxa",5,NA,""
